,Combination,SUDA_Sum
4781,"age, sex, handedness, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",112088
4782,"age, sex, handedness, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",111188
4783,"age, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",56216
4784,"age, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",55320
4785,"age, sex, handedness, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",55246
4786,"age, sex, handedness, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",55410
4787,"age, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",44086
4788,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",120370
4789,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",120656
4790,"age, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",123286
4791,"age, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",122562
4792,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",94834
4793,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",98924
4794,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",98640
4795,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",98816
4796,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",99174
4797,"age, sex, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",93244
4798,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",38204
4799,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",42428
4800,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",42692
4801,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",42580
4802,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",43474
4803,"age, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",39572
4804,"age, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",32770
4805,"age, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",34526
4806,"age, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",31774
4807,"age, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",32510
4808,"age, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",145344
4809,"age, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",151864
4810,"age, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",150754
4811,"age, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",151764
4812,"age, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",151072
4813,"age, sex, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",146478
4814,"age, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",117674
4815,"age, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",117438
4816,"age, sex, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",115432
4817,"age, sex, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",115410
4818,"age, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",56916
4819,"age, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",57004
4820,"age, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",56446
4821,"age, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",56866
4822,"age, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",45388
4823,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",146342
4824,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",153878
4825,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",152536
4826,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",153110
4827,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",152316
4828,"age, sex, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",149336
4829,"age, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",118998
4830,"age, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",118412
4831,"age, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",117556
4832,"age, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",116726
4833,"age, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",57832
4834,"age, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",57716
4835,"age, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",58206
4836,"age, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",58298
4837,"age, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",45966
4838,"age, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",175420
4839,"age, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",173792
4840,"age, sex, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",174820
4841,"age, sex, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",173994
4842,"age, sex, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",124524
4843,"age, sex, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",71916
4844,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",119152
4845,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",119148
4846,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",120206
4847,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",119158
4848,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",95134
4849,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",98390
4850,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",98122
4851,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",98430
4852,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",98548
4853,"age, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",91088
4854,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",40560
4855,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",44210
4856,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",43936
4857,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",44384
4858,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",44620
4859,"age, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",39378
4860,"age, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",34042
4861,"age, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",35510
4862,"age, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",32038
4863,"age, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",33044
4864,"age, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",145894
4865,"age, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",151252
4866,"age, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",149834
4867,"age, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",151140
4868,"age, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",149920
4869,"age, handedness, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",143258
4870,"age, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",118644
4871,"age, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",118262
4872,"age, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",114938
4873,"age, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",115084
4874,"age, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",59676
4875,"age, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",59130
4876,"age, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",57440
4877,"age, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",57972
4878,"age, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",46134
4879,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",147002
4880,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",153278
4881,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",151822
