Combination,Unique Rows,Unique Rows Excluding Columns,Score
"education_level, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",242,412,1.9793388429752066
"education_level, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",244,418,1.9385245901639345
"education_level, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",235,404,2.072340425531915
"education_level, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",217,399,2.2672811059907834
"education_level, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",124,585,2.467741935483871
"education_level, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",567,118,1.36331569664903
"education_level, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",566,120,1.362190812720848
"education_level, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",553,108,1.4159132007233273
"education_level, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",554,101,1.4259927797833936
"education_level, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",309,202,2.2297734627831716
"education_level, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",208,312,2.7836538461538463
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",604,146,1.2334437086092715
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",628,161,1.1624203821656052
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",626,160,1.1677316293929711
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",631,168,1.1458003169572109
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",625,167,1.1584
"education_level, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",590,133,1.2847457627118644
"education_level, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",338,373,1.532544378698225
"education_level, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",339,376,1.519174041297935
"education_level, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",327,346,1.6666666666666667
"education_level, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",316,334,1.7626582278481013
"education_level, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",256,480,1.60546875
"education_level, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",251,489,1.6015936254980079
"education_level, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",238,468,1.7773109243697478
"education_level, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",225,465,1.8933333333333333
"education_level, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",131,648,1.8549618320610688
"education_level, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",576,157,1.2743055555555556
"education_level, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",576,156,1.2760416666666667
"education_level, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",568,141,1.3204225352112675
"education_level, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",570,135,1.3263157894736841
"education_level, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",305,259,2.0721311475409836
"education_level, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",219,373,2.365296803652968
"education_level, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",613,123,1.2528548123980423
"education_level, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",609,115,1.2742200328407225
"education_level, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",599,106,1.310517529215359
"education_level, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",602,100,1.313953488372093
"education_level, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",315,213,2.1523809523809523
"education_level, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",231,291,2.5974025974025974
"education_level, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",506,54,1.6541501976284585
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES",387,183,1.8294573643410852
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F",241,342,2.2780082987551866
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M",244,336,2.2745901639344264
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F",271,355,1.977859778597786
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_M",266,347,2.045112781954887
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F",162,463,2.6419753086419755
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M",175,448,2.5314285714285716
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F",196,476,2.11734693877551
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_M",194,477,2.134020618556701
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",61,748,2.3442622950819674
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",76,776,1.513157894736842
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",74,777,1.5405405405405406
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",75,763,1.7066666666666668
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",76,763,1.6842105263157894
"religious_importance, sex, handedness, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",59,763,2.169491525423729
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_F",478,174,1.5
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_M",476,193,1.4663865546218486
"religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F",502,186,1.404382470119522
"religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_M",507,191,1.3806706114398422
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M",226,386,2.234513274336283
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F",272,441,1.6544117647058822
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_M",274,443,1.635036496350365
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F",270,431,1.7037037037037037
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_M",257,439,1.7587548638132295
"religious_importance, sex, handedness, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",242,407,2.0
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M",159,547,2.1635220125786163
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F",192,577,1.6354166666666667
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_M",178,590,1.6910112359550562
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F",189,575,1.6719576719576719
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_M",173,575,1.8265895953757225
"religious_importance, sex, handedness, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",177,554,1.9039548022598871
"religious_importance, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",82,806,1.0365853658536586
"religious_importance, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",77,808,1.077922077922078
"religious_importance, sex, handedness, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",76,809,1.0789473684210527
"religious_importance, sex, handedness, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",70,808,1.1857142857142857
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F",571,165,1.2714535901926445
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M",574,183,1.2334494773519165
