,Combination,SUDA_Sum
1680,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",125172
1681,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",122122
1682,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",116756
1683,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",111786
1684,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",111254
1685,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",70922
1686,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",67648
1687,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",69510
1688,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",61484
1689,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",63370
1690,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",59628
1691,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",56382
1692,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",59144
1693,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",55170
1694,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",49418
1695,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",55382
1696,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",57188
1697,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",53356
1698,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",47252
1699,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",44298
1700,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",57932
1701,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",59630
1702,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",55474
1703,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",50038
1704,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",46028
1705,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",45520
1706,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",56862
1707,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",58084
1708,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",54418
1709,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",49698
1710,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",45688
1711,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",43940
1712,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",44986
1713,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",119192
1714,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",116906
1715,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",117344
1716,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",111836
1717,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",112344
1718,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",109224
1719,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",106112
1720,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",108650
1721,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",106222
1722,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",100672
1723,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",105854
1724,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",108662
1725,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",105322
1726,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",100904
1727,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",96624
1728,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",106100
1729,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",108054
1730,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",105548
1731,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",101274
1732,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",96704
1733,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",96434
1734,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",107370
1735,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",108014
1736,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",105692
1737,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",101748
1738,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",97386
1739,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",97530
1740,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",96414
1741,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",42912
1742,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",43406
1743,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",39626
1744,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",36322
1745,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",33280
1746,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",32652
1747,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",32524
1748,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31968
1749,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",2319576
1750,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",2207826
1751,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",2226840
1752,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",2254350
1753,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",2133168
1754,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",2153190
1755,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",2193468
1756,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",2039646
1757,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",2081934
1758,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",2095902
1759,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",2100600
1760,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",2117910
1761,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",2163084
1762,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",2006280
1763,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",2055180
1764,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",2066532
1765,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",1941462
1766,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1991136
1767,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2001816
1768,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1891524
1769,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",2151042
1770,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",2172588
1771,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",2212788
1772,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",2059170
1773,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",2102268
1774,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",2119212
1775,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",1991520
1776,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2034888
1777,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2052072
1778,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1937778
1779,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1954866
1780,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2005098
1781,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2018976
1782,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1909368
1783,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1851372
1784,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",2139804
1785,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",2157276
1786,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",2175564
1787,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",2052180
1788,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",2073192
1789,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",2085180
1790,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",1984188
1791,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2016846
1792,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2030328
1793,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1923480
1794,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1947738
1795,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1987542
1796,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1997196
1797,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1895196
1798,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1836312
1799,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1995780
1800,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2029368
1801,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2043738
1802,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1939506
1803,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1877856
1804,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1845090
1805,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1673550
1806,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",1686948
1807,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1712982
1808,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",1580052
1809,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",1609902
1810,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",1618020
1811,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",1512786
1812,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1552440
1813,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1560384
1814,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1455480
1815,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1477470
1816,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1522104
1817,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1527996
1818,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1425450
1819,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1366716
1820,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1530714
1821,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1567974
1822,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1579170
1823,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1474050
1824,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1414212
1825,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1383072
1826,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1516056
1827,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1538376
1828,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1543554
1829,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1446714
1830,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1394406
1831,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1362384
1832,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1405272
1833,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1765404
1834,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",1775094
1835,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1810380
1836,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",1675782
1837,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",1713432
1838,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",1716810
1839,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",1614870
1840,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1654668
1841,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1658988
1842,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1557294
1843,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1576122
1844,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1623414
1845,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1623120
1846,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1529748
1847,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1474584
1848,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1620690
1849,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1659504
1850,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1667688
1851,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1571028
1852,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1514784
1853,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1479180
1854,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1618962
1855,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1650486
1856,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1653924
1857,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1560468
1858,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1505394
1859,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1473138
1860,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1508862
1861,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1148034
1862,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1181682
1863,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1181256
1864,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1089402
1865,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1035096
1866,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1001280
1867,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1043172
1868,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",1027308
1869,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1035558
1870,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",1019250
